sample,status,reason,rawmeal_feed[kg/s],rmgas_flow[kg/s],rmgas_temp[K],coal_feed[kg/s],cmgas_flow[kg/s],cmgas_temp[K],clrcair_flow[kg/s],clrcair2_flow[kg/s],rmfan_T[K],rmdry_T[K],gasht_T[K],cmdry_T[K],phk1_T[K],phk2_T[K],phk3_T[K],phk4_T[K],phk5_T[K],phc1_T[K],phc2_T[K],phc3_T[K],phc4_T[K],phc5_T[K],clcalc_T[K],coal_split[-],secair_split[-],meal_split[-],RawMill_I_B_MW,RawMill_I_A_MW,RawMill_eps,RawMill_eps_capped,RawMill_IP_MW,RawMill_Eclose_MW,CoalMill_I_B_MW,CoalMill_I_A_MW,CoalMill_eps,CoalMill_eps_capped,CoalMill_IP_MW,CoalMill_Eclose_MW,Preheater_I_B_MW,Preheater_I_A_MW,Preheater_eps,Preheater_eps_capped,Preheater_IP_MW,Preheater_Eclose_MW,Calciner_I_B_MW,Calciner_I_A_MW,Calciner_eps,Calciner_eps_capped,Calciner_IP_MW,Calciner_Eclose_MW,Kiln_I_B_MW,Kiln_I_A_MW,Kiln_eps,Kiln_eps_capped,Kiln_IP_MW,Kiln_Eclose_MW,ClinkerCooler_I_B_MW,ClinkerCooler_I_A_MW,ClinkerCooler_eps,ClinkerCooler_eps_capped,ClinkerCooler_IP_MW,ClinkerCooler_Eclose_MW,plant_I_B_MW,plant_IP_MW,plant_eps,coal_ex_MW,clinker_ex_MW,clinker_T_K,NCV_kJkg,plant_spec_I_MJkg,plant_spec_I_MWMW,clinker_mass_kgps,plant_eps_stream
179,OK,,106.40642,193.77246,440.60098,8.59656,33.2996,414.28897,50.00753,95.79255,438.66523,335.3304,439.57996,367.52719,536.38877,771.63337,849.2321,994.75946,1023.60462,577.47898,823.01985,876.8476,933.15885,991.51611,1157.77196,0.51746,0.53095,0.64543,5.0368,3.9351,0.0287,0,4.892,-0.0,2.0907,1.8263,0.036,0,2.0155,0.0,15.2683,15.2682,0.3663,0,9.6751,-0.0,35.0864,32.9527,0.8262,0,6.0973,-0.0001,38.4578,31.1509,0.4865,0,19.7466,0.0003,17.6699,17.67,0.5858,0,7.3192,0.0001,113.6098,49.7457,0.3841,172.1067,68.0502,1530.16,18760.6,1.5984,1.6695,71.0752,0.3858
180,OK,,106.47377,180.66039,470.11652,8.13289,33.41257,443.0918,45.16041,107.02443,396.641,327.46187,470.0444,358.60377,584.22778,804.65336,840.18004,1018.46468,1060.00306,647.73895,769.77493,953.56295,947.94643,1054.36385,1113.77881,0.55468,0.5049,0.64833,4.6359,3.5378,0.0097,0,4.5911,-0.0,2.2963,2.0387,0.0211,0,2.2478,-0.0,13.348,13.348,0.4763,0,6.9908,-0.0,35.3416,33.2037,0.7598,0,8.4887,0.0002,37.3422,30.0266,0.496,0,18.8188,0.0001,16.6181,16.6183,0.5528,0,7.4319,0.0002,109.5822,48.5689,0.4057,162.809,68.0912,1434.0,18760.6,1.5447,1.6093,70.9419,0.4075
181,OK,,110.49228,176.02084,445.03214,8.00893,34.80073,429.27669,48.99433,110.90944,457.60047,372.37136,455.62403,354.31114,621.80364,753.85614,889.88212,921.96907,1121.49036,650.7613,771.5075,894.82923,903.77095,1089.268,1094.81136,0.59485,0.50169,0.62011,9.17,8.0732,0.084,0,8.3998,-0.0,2.262,2.0063,0.0188,0,2.2195,-0.0,10.9073,10.9073,0.5777,0,4.6057,0.0,37.1697,34.9495,0.6945,0,11.356,-0.0,37.0322,29.3761,0.5058,0,18.302,-0.0626,15.8381,15.8381,0.5472,0,7.1719,-0.0,112.3793,52.0549,0.4274,160.3212,70.6592,1360.17,18760.6,1.5299,1.5904,73.4556,0.4293
182,OK,,92.18979,176.42777,464.71866,7.64641,34.35796,449.33913,44.45192,111.76898,412.67009,343.96791,424.04926,347.9634,534.25007,775.08403,857.04417,1055.50148,1086.46801,596.93546,818.74019,978.7468,1017.34583,1036.04643,1060.8777,0.52913,0.56241,0.61999,6.3729,5.276,0.0274,0,6.1983,0.0,1.3861,1.1339,0.0213,0,1.3566,0.0,12.5228,12.5228,0.4592,0,6.7725,0.0,31.8448,29.9908,0.7254,0,8.7461,0.0,38.9672,32.5947,0.4439,0,21.6703,-0.0364,12.8601,12.8601,0.5094,0,6.3095,0.0,103.9539,51.0532,0.373,153.056,58.9591,1299.87,18760.6,1.6861,1.7632,61.6544,0.3747
183,OK,,110.62759,165.83051,450.32883,7.74953,33.0599,470.87721,49.76911,106.39706,406.54871,349.53602,450.59464,322.81968,542.73666,811.87135,819.09956,1012.31482,1089.87521,599.18158,796.58826,971.52971,994.52234,1037.78162,1083.33871,0.58768,0.56685,0.62004,9.6154,8.5219,0.0318,0,9.3093,0.0,1.7068,1.4609,0.0039,0,1.7002,-0.0,13.9753,13.9753,0.5253,0,6.6339,-0.0,35.048,32.8197,0.7739,0,7.9258,0.0,37.8595,30.202,0.4944,0,19.142,-0.051,14.5534,14.5535,0.5476,0,6.5837,0.0001,112.7584,51.2949,0.4418,155.0956,70.7445,1307.64,18760.6,1.5353,1.5939,73.4433,0.4439
184,OK,,95.40119,188.54808,411.60717,8.35067,33.56212,400.89807,45.02531,104.3505,444.03336,386.22581,451.90324,358.9403,642.16011,805.35921,820.40313,1034.46498,971.3081,597.4791,691.21016,823.99043,1039.23669,977.08779,1168.60368,0.53267,0.56541,0.64443,16.2883,15.1879,0.0555,0,15.3836,0.0,2.8505,2.5925,0.0185,0,2.7979,-0.0,12.7544,12.7544,0.3268,0,8.5858,0.0,35.8124,33.8975,0.8141,0,6.6574,0.0002,38.4435,31.8265,0.4513,0,21.0921,-0.0632,15.1123,15.1125,0.5441,0,6.889,0.0002,121.2614,61.4056,0.3543,167.1692,61.0148,1427.04,18760.6,1.8956,1.9874,63.9685,0.3559
185,OK,,101.55767,162.4225,465.75979,8.10486,35.85882,428.64719,48.01212,106.88481,452.36638,358.18615,456.86297,374.61149,644.75963,695.99765,930.54125,1056.90889,982.61438,620.54927,791.93269,962.30359,1069.00973,968.11395,1175.42338,0.50202,0.56862,0.61803,5.2534,4.161,0.0814,0,4.8258,0.0,2.3167,2.0463,0.0343,0,2.2372,-0.0,14.7107,14.7108,0.3427,0,9.6692,0.0,34.2692,32.2354,0.9313,0,2.3551,0.0,39.7149,32.7438,0.4585,0,21.5075,0.0001,16.1325,16.1326,0.5521,0,7.2255,0.0001,112.3974,47.8203,0.3883,162.2753,64.9488,1435.7,18760.6,1.6578,1.7306,67.7984,0.39
186,OK,,108.71342,189.21326,418.91149,8.97177,32.03927,432.0868,48.79692,104.485,428.14232,330.75922,420.0722,361.91674,559.12096,808.72564,991.25508,919.87422,1051.17428,548.25476,806.48352,965.87172,1011.24971,966.81847,1120.43941,0.53175,0.5184,0.67138,6.1891,5.0886,0.0159,0,6.0908,-0.0,1.3333,1.0733,0.0524,0,1.2635,0.0,17.6006,17.6006,0.3901,0,10.7349,0.0,36.6248,34.4427,0.764,0,8.6423,-0.0004,39.8548,32.3871,0.4871,0,20.4411,0.0001,17.9365,17.937,0.5704,0,7.7048,0.0005,119.5391,54.8775,0.3764,179.6081,69.5264,1495.51,18760.6,1.6446,1.7193,72.6879,0.3781
187,OK,,108.17734,168.31483,400.59544,8.17459,34.17267,426.69333,45.55973,105.79501,421.70594,348.70282,435.97264,316.82526,605.74316,700.32558,965.82419,1020.39495,1056.21354,626.08916,680.92943,827.821,905.66521,993.74148,1061.5258,0.55183,0.53823,0.66448,9.7596,8.6653,0.0372,0,9.3964,-0.0,1.955,1.7087,0.0024,0,1.9504,0.0,11.6312,11.6312,0.4952,0,5.8717,0.0,33.92,31.741,0.7744,0,7.6531,-0.0,38.8367,31.3323,0.4912,0,19.7598,-0.0664,15.7814,15.782,0.5505,0,7.093,0.0006,111.884,51.7243,0.4101,163.5989,69.1803,1385.89,18760.6,1.553,1.6173,72.0433,0.4121
188,OK,,101.8321,177.52953,464.85689,8.46604,35.08182,427.8741,49.4759,111.16209,421.32439,349.42699,441.81612,369.00708,608.59897,689.66201,901.91655,951.62822,1034.753,586.2457,688.97431,889.80905,1055.82313,995.00634,1121.5795,0.51965,0.58608,0.63186,6.5784,5.4811,0.0384,0,6.3256,0.0,1.8415,1.5754,0.0416,0,1.765,0.0,12.481,12.481,0.3943,0,7.5602,-0.0,34.8301,32.7893,0.8095,0,6.6337,0.0001,41.508,34.4581,0.45,0,22.8311,-0.0576,15.239,15.239,0.5395,0,7.018,0.0,112.478,52.1336,0.3731,169.4962,65.1258,1371.39,18760.6,1.6514,1.7271,68.1105,0.3748
189,OK,,102.27435,183.82654,434.78208,8.68344,35.70792,429.60506,48.92115,93.48332,396.37956,382.4884,435.03568,349.57393,539.33184,685.25758,853.23777,1044.2643,959.1372,574.32811,780.38374,854.09504,936.91909,1081.71871,1179.58628,0.52914,0.52327,0.63046,18.5237,17.4246,0.0433,0,17.7221,0.0,1.6059,1.3521,0.0257,0,1.5646,0.0,13.9939,13.9939,0.3389,0,9.2519,-0.0,36.2876,34.2309,0.7903,0,7.6095,-0.0003,37.36,30.3316,0.4832,0,19.3061,0.0004,17.3669,17.3664,0.5866,0,7.1799,-0.0005,125.138,62.6341,0.3656,173.8163,65.4095,1549.51,18760.6,1.8275,1.9131,68.475,0.3673
190,OK,,100.1664,169.7988,398.92059,7.62986,36.39493,408.86578,50.9097,95.1829,408.30286,355.88988,401.75977,321.64994,562.04227,717.64812,972.07289,1039.53422,1001.03491,543.29269,747.90095,903.11584,944.35373,997.54264,1219.19528,0.56907,0.58795,0.61573,11.4792,10.3844,0.0377,0,11.0469,0.0,1.3624,1.1151,0.0048,0,1.3559,0.0,13.7441,13.7441,0.346,0,8.9886,-0.0,36.2624,34.2446,0.8815,0,4.2989,-0.0001,35.8173,28.8696,0.4712,0,18.9387,-0.0605,14.467,14.4673,0.5652,0,6.291,0.0002,113.1324,50.92,0.4062,152.6999,64.0575,1391.81,18760.6,1.6953,1.7661,66.7313,0.4081
191,OK,,106.07023,185.13734,433.39791,8.77803,36.1774,474.02434,49.93032,101.22529,400.25375,342.51618,477.10056,336.04045,558.47235,684.26224,840.83388,892.2411,1020.55014,623.96331,749.01346,986.58771,928.35007,1067.3951,1184.72057,0.56964,0.53084,0.64366,7.5841,6.4847,0.0293,0,7.362,0.0,1.984,1.7352,0.0104,0,1.9634,-0.0,13.5566,13.5566,0.394,0,8.2154,0.0,39.3587,37.2231,0.7446,0,10.051,-0.0001,37.5967,30.3045,0.4865,0,19.3075,0.0001,17.0202,17.0203,0.5718,0,7.2879,0.0001,117.1003,54.1873,0.3752,175.6921,67.8361,1474.69,18760.6,1.6509,1.7262,70.9299,0.3769
192,OK,,96.30215,191.00468,434.48203,8.24301,36.03869,479.16722,51.15303,94.50282,466.60411,340.60299,458.52312,364.09509,636.21334,684.07957,910.30805,1066.046,1076.64417,574.32462,678.30379,955.75369,897.44331,1031.50252,1132.99559,0.52212,0.55143,0.60425,10.97,9.869,0.018,0,10.7727,0.0,1.5973,1.3348,0.0313,0,1.5474,-0.0,13.7092,13.7092,0.4191,0,7.9636,-0.0,33.5104,31.5788,0.7388,0,8.7533,0.0001,37.8621,31.248,0.4606,0,20.4215,0.0001,15.1081,15.1079,0.5694,0,6.506,-0.0002,112.757,55.9643,0.3622,165.0225,61.5902,1450.73,18760.6,1.7481,1.8308,64.5018,0.3638
193,OK,,107.59161,190.68486,405.58853,8.12983,36.69697,407.66349,50.13511,94.65883,420.83713,359.90097,454.20817,347.07653,609.85566,764.17689,931.51113,966.50442,971.68236,594.25404,701.27519,838.519,1019.58192,1082.61614,1080.89256,0.51739,0.57939,0.67315,11.0573,9.9564,0.0478,0,10.5286,0.0,2.9451,2.6922,0.0111,0,2.9123,-0.0,12.1927,12.1928,0.4359,0,6.8779,0.0,31.6588,29.4945,0.8589,0,4.4672,-0.0,39.2772,31.8822,0.4821,0,20.3431,0.0001,15.7786,15.7786,0.5767,0,6.6798,-0.0,112.9098,51.809,0.4101,162.7314,68.8057,1424.98,18760.6,1.5758,1.641,71.6531,0.412
194,OK,,100.13162,182.466,459.0443,8.66587,31.4312,479.35412,52.68568,110.87467,400.36069,329.47535,478.80058,311.21395,633.94064,760.20055,921.46348,886.16939,988.23735,608.61005,804.63069,961.40913,1051.88896,1092.39318,1240.7618,0.58336,0.52339,0.63257,4.2694,3.1707,0.0121,0,4.2179,-0.0,2.241,1.9956,0.0011,0,2.2385,-0.0,14.1382,14.1382,0.3494,0,9.1979,-0.0,42.3936,40.3771,0.7455,0,10.7884,0.0,37.8062,30.8548,0.465,0,20.2282,-0.0668,16.0824,16.0824,0.5468,0,7.2891,-0.0,116.9307,53.9599,0.3587,173.4281,64.0398,1422.55,18760.6,1.7426,1.8259,67.1028,0.3604
195,OK,,98.90592,195.67128,467.03171,8.15197,33.72484,463.7571,51.19899,100.10737,455.9958,335.23563,453.94265,320.00502,567.93502,826.18935,819.37915,1065.67685,1112.46783,638.26633,771.27007,937.89035,881.39229,928.97285,1266.99376,0.53878,0.5883,0.60918,5.9749,4.8727,0.0194,0,5.8587,0.0,1.8081,1.5621,0.0032,0,1.8023,-0.0,15.7555,15.7555,0.3572,0,10.1278,-0.0,37.5855,35.5936,0.8444,0,5.8473,0.0004,37.9144,31.1139,0.4542,0,20.6925,0.0001,15.6223,15.6225,0.563,0,6.8268,0.0001,114.6607,51.1555,0.376,163.1481,63.2541,1443.89,18760.6,1.734,1.8127,66.1264,0.3778
196,OK,,107.39957,189.7429,409.33201,8.309,33.88413,412.40793,49.97199,109.24095,447.83496,371.82014,464.58268,322.16919,535.71496,788.90741,863.1892,1011.29795,962.87663,651.31558,721.92026,847.1089,913.8057,1044.29475,1170.69801,0.55618,0.5084,0.67633,13.6313,12.5307,0.0535,0,12.9014,0.0,3.2228,2.9768,0.0025,0,3.2149,-0.0,13.4533,13.4533,0.358,0,8.6366,0.0,38.3161,36.1527,0.8452,0,5.9296,-0.0001,38.0121,30.6276,0.4892,0,19.418,0.0001,17.1081,17.1081,0.5583,0,7.5571,-0.0001,123.7437,57.6576,0.4008,166.2922,68.6837,1444.44,18760.6,1.7283,1.8016,71.5988,0.4027
197,OK,,98.42978,164.72517,411.80689,8.26613,31.96899,437.14369,45.8802,95.72531,464.40989,344.30244,417.44704,361.13371,642.27351,724.83054,876.0308,1069.61205,978.29826,635.01005,783.37557,934.01317,982.88422,1102.41094,1228.18884,0.537,0.50556,0.61099,12.2719,11.1788,0.0206,0,12.0193,0.0,1.3238,1.0651,0.0448,0,1.2644,-0.0,13.8813,13.8813,0.3634,0,8.8371,-0.0,36.5441,34.5686,0.7936,0,7.5434,-0.0001,35.4463,28.6851,0.4834,0,18.3105,0.0004,17.1552,17.1551,0.5765,0,7.2644,-0.0001,116.6225,55.2391,0.3692,165.4803,62.9503,1555.85,18760.6,1.7706,1.8526,65.8664,0.3708
198,OK,,103.30692,183.17704,419.11435,9.04492,33.58811,451.42994,45.22626,93.52783,405.80937,339.24993,433.72633,342.87552,627.29156,685.08893,885.5652,1004.68751,1079.26196,558.7635,788.11603,823.69458,1052.53328,1034.9043,1209.48095,0.50169,0.51122,0.66897,5.6697,4.5709,0.0375,0,5.4568,-0.0,1.4393,1.1893,0.0202,0,1.4102,-0.0,15.4671,15.4671,0.3789,0,9.6066,0.0,35.9177,33.839,0.7536,0,8.8518,-0.0,38.0676,30.9683,0.4865,0,19.5487,0.0016,19.2384,19.2384,0.5913,0,7.8629,-0.0,115.7999,52.7371,0.3549,181.0425,66.071,1646.7,18760.6,1.6717,1.7527,69.2703,0.3565
199,OK,,108.34185,163.22725,479.32325,8.7566,33.65084,476.60729,44.57987,97.28381,464.12526,337.34095,405.98958,351.04362,604.22401,810.41503,953.32965,1029.24029,987.46074,560.19605,689.29553,895.95149,936.79992,1057.44889,1087.88174,0.55684,0.5652,0.63993,5.4955,4.4029,0.0293,0,5.3343,0.0,1.4236,1.1699,0.0226,0,1.3915,-0.0,13.9161,13.9161,0.434,0,7.8765,-0.0,35.5562,33.3784,0.7534,0,8.767,0.0,38.5959,31.1502,0.4908,0,19.6512,0.0001,16.4618,16.4618,0.5673,0,7.1226,-0.0,111.449,50.1432,0.3841,175.2828,69.288,1446.87,18760.6,1.54,1.6085,72.3693,0.3859
200,OK,,105.89672,164.47859,458.72765,8.8457,31.63663,448.21338,51.02679,98.83818,456.94134,327.53185,445.44243,372.18425,638.9028,681.04952,911.5691,1018.14765,1026.11451,626.37578,825.51848,906.97737,1043.57302,945.43102,1056.09804,0.5981,0.57677,0.62145,5.8704,4.7773,0.0116,0,5.8023,0.0,1.446,1.1779,0.0627,0,1.3553,0.0,13.6099,13.6099,0.4701,0,7.2117,0.0,37.8281,35.709,0.6946,0,11.5509,-0.0,38.5437,31.2165,0.4814,0,19.988,-0.0554,14.448,14.4487,0.5607,0,6.3473,0.0007,111.7461,52.2553,0.3718,177.1036,67.7255,1344.89,18760.6,1.5773,1.65,70.845,0.3734
201,OK,,99.41613,174.92753,467.62691,7.49742,31.7639,442.93987,44.12377,103.45425,464.02048,390.68883,456.36833,336.26242,637.55682,763.98748,876.70971,933.36852,1003.55257,648.82399,804.18689,856.34707,906.02735,1055.80843,1161.34322,0.58614,0.57385,0.65642,10.4761,9.3796,0.0961,0,9.4698,0.0,1.9032,1.6559,0.0101,0,1.884,-0.0,9.2053,9.2053,0.4309,0,5.2384,0.0,35.5498,33.5484,0.8175,0,6.4878,0.0,35.5604,28.6768,0.4758,0,18.6406,-0.0487,13.8014,13.8016,0.5371,0,6.3885,0.0002,106.4962,48.1092,0.41,150.061,63.5773,1337.02,18760.6,1.6086,1.6751,66.2029,0.4119
202,OK,,107.9089,191.31442,478.94351,8.47901,33.95185,396.13504,45.91116,107.93843,441.52482,369.64175,411.87297,352.38864,650.45365,809.97342,871.48405,1063.98222,1004.0743,574.50683,801.51331,861.16155,921.36766,1123.15322,1146.93574,0.57889,0.52758,0.66192,8.2385,7.1375,0.0637,0,7.7135,0.0,1.7387,1.4842,0.0285,0,1.6891,0.0,13.8792,13.8792,0.4355,0,7.8353,-0.0,38.4675,36.2986,0.7476,0,9.7097,-0.0003,37.5577,30.1418,0.4926,0,19.0551,0.0001,16.6222,16.6216,0.5526,0,7.4375,-0.0006,116.5038,53.4404,0.3948,169.7283,69.01,1422.0,18760.6,1.6184,1.6882,71.988,0.3966
203,OK,,105.25619,163.80508,398.4605,7.58741,31.8237,463.22404,43.35088,105.59947,412.10832,373.7859,467.05484,368.65486,592.69679,739.42253,935.71969,1029.33366,1016.64998,632.39931,810.05201,972.56811,876.41458,984.8587,1091.4182,0.55077,0.50904,0.66394,16.2045,15.1117,0.0462,0,15.4561,0.0,1.6448,1.382,0.0384,0,1.5817,-0.0,12.0837,12.0837,0.4398,0,6.7699,-0.0,32.9009,30.7899,0.851,0,4.9027,-0.0004,36.4615,29.1648,0.4988,0,18.2751,-0.0674,15.7277,15.7279,0.5467,0,7.1286,0.0002,115.0231,54.114,0.4291,151.9048,67.3106,1401.8,18760.6,1.6442,1.7088,69.9587,0.431
204,OK,,106.10321,173.70455,430.42116,7.70378,30.89405,449.00396,46.18766,109.07447,409.84893,372.68645,443.954,335.47143,602.21194,798.70603,922.71556,900.96088,1121.71842,542.31386,678.79877,889.01696,1032.8101,1077.20039,1284.83173,0.50854,0.59635,0.61194,14.2054,13.1094,0.0479,0,13.5249,0.0,1.4729,1.2263,0.0129,0,1.4538,0.0,13.5436,13.5437,0.398,0,8.1533,0.0,35.6843,33.5476,0.9416,0,2.0823,-0.0003,38.8897,31.5951,0.4645,0,20.8272,0.0001,16.9779,16.9779,0.5528,0,7.5917,-0.0,120.7738,53.6333,0.4262,154.1905,67.8525,1448.93,18760.6,1.7121,1.7799,70.5427,0.4282
205,OK,,93.56687,162.50144,433.42649,8.49904,30.38891,418.69278,46.14866,94.41808,461.67264,370.36574,464.27558,354.79188,643.72377,697.85038,815.67462,953.5745,1026.23477,640.11012,755.55914,921.94127,984.63051,1114.03155,1141.84047,0.5406,0.5646,0.69778,10.138,9.0456,0.0616,0,9.514,0.0,2.596,2.3418,0.0179,0,2.5495,-0.0,10.095,10.0949,0.4216,0,5.839,-0.0,34.9121,33.0325,0.6908,0,10.7938,-0.0003,37.2879,30.859,0.456,0,20.2831,0.0001,14.7971,14.7978,0.5621,0,6.4794,0.0007,109.826,55.4588,0.3416,170.1329,59.843,1454.14,18760.6,1.7473,1.8352,62.856,0.3431
206,OK,,91.00202,178.34832,450.22222,7.94111,33.74694,478.78521,45.33228,110.40265,428.28578,337.06601,415.00961,311.81545,561.35894,754.08017,912.68214,902.31403,999.98104,596.12974,806.4403,892.57886,880.27078,1006.89981,1271.32305,0.58043,0.50755,0.64234,4.3189,3.2215,0.0306,0,4.1869,0.0,1.7518,1.5051,0.0011,0,1.7499,-0.0,13.7824,13.7824,0.2983,0,9.6717,-0.0,40.3997,38.5671,0.7815,0,8.8256,0.0,35.1279,28.8127,0.4572,0,19.066,-0.0583,14.9179,14.9179,0.528,0,7.041,-0.0001,110.2986,50.541,0.3549,158.9239,58.2012,1424.01,18760.6,1.8079,1.8951,61.0095,0.3566
207,OK,,104.15386,168.9907,467.15652,7.65613,34.19205,415.57948,49.77928,103.00495,442.82111,340.43913,425.4094,371.03478,650.52756,746.86439,895.8965,1000.66375,1057.76438,598.51399,800.68594,943.40103,1041.51419,1016.78148,1104.22772,0.58422,0.5465,0.67997,4.7138,3.6193,0.0381,0,4.5344,0.0,1.6426,1.3768,0.0499,0,1.5607,-0.0,11.8077,11.8077,0.4899,0,6.0235,-0.0,34.9463,32.8598,0.7769,0,7.798,0.0,36.394,29.1889,0.488,0,18.6322,-0.0517,14.255,14.2549,0.5492,0,6.4261,-0.0001,103.7595,44.9749,0.4209,153.2847,66.6063,1333.73,18760.6,1.4976,1.5578,69.2823,0.4227
208,REJECT,Calciner I_B<0 (-30.00),108.12233,168.40027,465.45632,8.72758,33.51532,476.11785,48.70476,102.07163,451.48085,378.30386,425.7052,329.61406,608.18671,778.0057,941.95887,880.84942,1105.61734,652.31695,741.69161,926.87007,889.89749,1077.66008,1252.41578,0.55476,0.55913,0.60986,10.0808,8.9864,0.0783,0,9.2918,0.0,1.4832,1.2369,0.0077,0,1.4718,-0.0,13.6575,13.6574,0.4224,0,7.8887,-0.0,-30.0002,-32.1973,0.7663,0,0.0,-0.0196,38.0887,30.6548,0.4817,0,19.7418,0.0001,17.8663,17.8663,0.574,0,7.6104,-0.0,51.1762,46.0046,0.3846,174.6758,69.1475,1505.11,18760.6,0.7086,0.7401,72.2184,0.3864
209,OK,,99.8328,172.20125,402.87606,7.54473,34.0592,423.55668,49.3903,94.08281,459.06842,330.00246,462.80491,337.88657,555.9555,753.22329,990.61187,915.84015,1102.63596,540.24348,823.74331,953.82085,1060.18531,1108.76247,1087.1552,0.58171,0.57159,0.67599,13.7402,12.6446,0.007,0,13.6436,-0.0,2.6967,2.448,0.0076,0,2.6763,-0.0,15.2684,15.2684,0.5281,0,7.2047,0.0,33.2565,31.2469,0.6953,0,10.1335,0.0001,35.6539,28.7431,0.4814,0,18.4908,-0.0474,13.2384,13.2384,0.557,0,5.8649,0.0,113.8539,58.0138,0.4092,151.0095,63.8439,1328.68,18760.6,1.7124,1.7833,66.4864,0.4111
210,OK,,109.86155,185.20276,477.30212,8.02194,31.26336,458.21173,49.64539,107.31661,441.07585,329.34409,448.07641,311.78838,580.796,824.30264,875.52736,917.59826,952.67644,584.32014,813.20372,818.55921,910.99316,1095.37193,1219.45687,0.58475,0.50496,0.67204,5.6289,4.5295,0.0112,0,5.566,-0.0,1.8798,1.6343,0.0013,0,1.8774,-0.0,16.3466,16.3466,0.3583,0,10.4897,0.0,40.1075,37.8949,0.8676,0,5.3103,-0.0,36.0465,28.4929,0.5033,0,17.9056,0.0001,17.3184,17.3184,0.5631,0,7.566,0.0,117.3276,48.715,0.4242,160.5415,70.2561,1449.19,18760.6,1.6059,1.67,73.0586,0.4263
211,OK,,97.66754,175.48028,399.19308,8.80677,31.6664,422.63735,51.33806,98.94662,445.57067,361.95146,445.71212,355.98224,603.73016,785.74119,845.30728,957.27105,945.79653,644.418,772.11629,902.63983,901.70875,995.80158,1127.66694,0.52757,0.59998,0.62851,12.6643,11.5677,0.0402,0,12.1555,0.0,2.0125,1.7568,0.0261,0,1.96,0.0,11.8746,11.8746,0.3435,0,7.7955,0.0,35.5652,33.6035,0.7893,0,7.4945,-0.0001,40.506,33.7338,0.4446,0,22.498,-0.062,14.8589,14.8589,0.5594,0,6.547,0.0001,117.4814,58.4505,0.3444,176.2949,62.4654,1410.75,18760.6,1.7913,1.8807,65.5861,0.3459
212,OK,,102.50831,168.19183,421.47256,8.45009,35.95422,425.78857,49.3382,98.16957,465.49587,377.73997,454.14096,358.24624,594.92783,771.28027,927.85992,955.65739,969.16899,565.69858,689.79926,958.90279,1048.39791,965.95574,1196.33771,0.59855,0.51693,0.68438,13.6624,12.5681,0.059,0,12.8567,0.0,2.3431,2.0844,0.0218,0,2.292,-0.0,14.1604,14.1604,0.3241,0,9.5709,-0.0,40.2316,38.1741,0.7782,0,8.9245,0.0002,35.1226,28.0792,0.4921,0,17.8372,0.0001,16.0714,16.0714,0.5699,0,6.9116,-0.0,121.5915,58.393,0.3763,169.1584,65.558,1456.32,18760.6,1.7741,1.8547,68.5354,0.378
213,OK,,96.21894,187.36743,426.45835,8.03733,30.71648,424.36728,47.51169,107.75059,481.20839,335.30016,395.15671,348.29082,540.45104,739.3467,928.93604,923.16659,1037.29689,618.86243,699.49503,871.17741,980.48055,931.93892,1087.08618,0.59679,0.50045,0.68651,15.0485,13.9484,0.0092,0,14.9098,0.0,1.2186,0.9678,0.0307,0,1.1811,-0.0,11.9259,11.9259,0.409,0,7.0484,-0.0,37.3109,35.3764,0.6993,0,11.2187,-0.0,35.8689,29.2085,0.4774,0,18.746,-0.047,13.8804,13.8804,0.5307,0,6.5135,0.0001,115.253,59.6176,0.3709,160.8815,61.5361,1341.35,18760.6,1.7905,1.8729,64.3706,0.3726
214,OK,,92.62307,177.09468,426.8093,8.30672,34.02013,404.67853,50.84007,107.28333,477.17594,376.97481,480.00183,340.46454,585.97152,774.724,962.12498,961.6519,1074.08658,593.62743,766.22405,922.1187,977.45094,995.89254,1137.62943,0.57404,0.54698,0.66866,12.7263,11.6292,0.0556,0,12.0181,0.0,3.7729,3.5235,0.0066,0,3.7479,-0.0,10.7769,10.7769,0.3963,0,6.5061,-0.0,37.8353,35.9714,0.6738,0,12.3409,-0.0001,37.8851,31.474,0.4477,0,20.9239,-0.0439,13.5622,13.5622,0.5273,0,6.4109,0.0,116.5586,61.9479,0.3458,166.2639,59.2389,1339.74,18760.6,1.8745,1.9676,62.1815,0.3474
215,OK,,93.1409,185.82586,412.65562,8.61983,33.58148,428.78993,51.55279,94.19103,413.04064,334.18284,406.63836,355.67493,592.17687,721.17847,962.82022,926.87971,941.48816,537.77879,782.60139,941.92135,979.67483,1074.1522,1056.83596,0.58585,0.5745,0.66491,3.9164,2.8168,0.0309,0,3.7955,0.0,1.295,1.0387,0.04,0,1.2432,0.0,13.9209,13.9209,0.3923,0,8.4602,-0.0,36.5949,34.725,0.6532,0,12.6921,-0.0,37.5295,31.086,0.4545,0,20.4726,-0.0437,12.8726,12.8725,0.5505,0,5.7863,-0.0001,106.1292,52.4499,0.3354,172.5521,59.5713,1336.56,18760.6,1.6945,1.7815,62.6304,0.3369
